timestamp,gate_id,zone_id,wait_time_s,in_count,out_count
2026-06-23T09:45:00+00:00,GATE-01,ZONE-AUD,148.8,39,35
2026-06-23T10:00:00+00:00,GATE-01,ZONE-AUD,203.5,45,37
2026-06-23T10:15:00+00:00,GATE-01,ZONE-AUD,137.5,40,26
2026-06-23T10:30:00+00:00,GATE-01,ZONE-AUD,184.8,28,31
2026-06-23T10:45:00+00:00,GATE-01,ZONE-AUD,187.8,35,32
2026-06-23T11:00:00+00:00,GATE-01,ZONE-AUD,159.4,46,34
2026-06-23T11:15:00+00:00,GATE-01,ZONE-AUD,188.8,34,35
2026-06-23T11:30:00+00:00,GATE-01,ZONE-AUD,197.0,35,31
2026-06-23T11:45:00+00:00,GATE-01,ZONE-AUD,140.6,44,31
2026-06-23T12:00:00+00:00,GATE-01,ZONE-AUD,205.8,36,41
2026-06-23T12:15:00+00:00,GATE-01,ZONE-AUD,171.0,33,32
2026-06-23T12:30:00+00:00,GATE-01,ZONE-AUD,191.0,31,21
2026-06-23T12:45:00+00:00,GATE-01,ZONE-AUD,173.1,32,36
2026-06-23T13:00:00+00:00,GATE-01,ZONE-AUD,174.6,43,27
2026-06-23T13:15:00+00:00,GATE-01,ZONE-AUD,177.9,41,22
2026-06-23T13:30:00+00:00,GATE-01,ZONE-AUD,171.8,36,27
2026-06-23T13:45:00+00:00,GATE-01,ZONE-AUD,169.0,26,38
2026-06-23T14:00:00+00:00,GATE-01,ZONE-AUD,158.9,27,40
2026-06-23T14:15:00+00:00,GATE-01,ZONE-AUD,141.1,33,40
2026-06-23T14:30:00+00:00,GATE-01,ZONE-AUD,138.0,33,17
2026-06-23T14:45:00+00:00,GATE-01,ZONE-AUD,151.3,21,31
2026-06-23T15:00:00+00:00,GATE-01,ZONE-AUD,145.3,32,19
2026-06-23T15:15:00+00:00,GATE-01,ZONE-AUD,105.2,24,31
2026-06-23T15:30:00+00:00,GATE-01,ZONE-AUD,111.0,31,29
2026-06-23T15:45:00+00:00,GATE-01,ZONE-AUD,116.5,28,16
2026-06-23T16:00:00+00:00,GATE-01,ZONE-AUD,115.7,19,18
2026-06-23T16:15:00+00:00,GATE-01,ZONE-AUD,94.5,23,17
2026-06-23T16:30:00+00:00,GATE-01,ZONE-AUD,112.3,28,14
2026-06-23T16:45:00+00:00,GATE-01,ZONE-AUD,81.5,26,31
2026-06-23T17:00:00+00:00,GATE-01,ZONE-AUD,114.9,13,13
2026-06-23T17:15:00+00:00,GATE-01,ZONE-AUD,69.9,13,10
2026-06-23T17:30:00+00:00,GATE-01,ZONE-AUD,55.3,14,15
2026-06-23T17:45:00+00:00,GATE-01,ZONE-AUD,124.6,21,15
2026-06-23T18:00:00+00:00,GATE-01,ZONE-AUD,63.2,22,8
2026-06-23T18:15:00+00:00,GATE-01,ZONE-AUD,63.6,21,2
2026-06-23T18:30:00+00:00,GATE-01,ZONE-AUD,43.1,6,13
2026-06-23T18:45:00+00:00,GATE-01,ZONE-AUD,86.8,11,6
2026-06-23T19:00:00+00:00,GATE-01,ZONE-AUD,18.7,1,8
2026-06-23T19:15:00+00:00,GATE-01,ZONE-AUD,44.4,0,0
2026-06-23T19:30:00+00:00,GATE-01,ZONE-AUD,36.3,0,3
2026-06-23T19:45:00+00:00,GATE-01,ZONE-AUD,38.3,13,0
2026-06-23T20:00:00+00:00,GATE-01,ZONE-AUD,20.2,0,7
2026-06-23T20:15:00+00:00,GATE-01,ZONE-AUD,20.2,2,16
2026-06-23T20:30:00+00:00,GATE-01,ZONE-AUD,49.7,0,0
2026-06-23T20:45:00+00:00,GATE-01,ZONE-AUD,38.2,4,10
2026-06-23T21:00:00+00:00,GATE-01,ZONE-AUD,33.2,9,2
2026-06-23T21:15:00+00:00,GATE-01,ZONE-AUD,19.6,0,4
2026-06-23T21:30:00+00:00,GATE-01,ZONE-AUD,34.4,0,0
2026-06-23T21:45:00+00:00,GATE-01,ZONE-AUD,47.7,0,0
2026-06-23T22:00:00+00:00,GATE-01,ZONE-AUD,22.8,0,0
2026-06-23T22:15:00+00:00,GATE-01,ZONE-AUD,22.6,1,0
2026-06-23T22:30:00+00:00,GATE-01,ZONE-AUD,8.0,0,0
2026-06-23T22:45:00+00:00,GATE-01,ZONE-AUD,0.0,0,0
2026-06-23T23:00:00+00:00,GATE-01,ZONE-AUD,26.2,3,1
2026-06-23T23:15:00+00:00,GATE-01,ZONE-AUD,4.4,2,2
2026-06-23T23:30:00+00:00,GATE-01,ZONE-AUD,48.9,0,6
2026-06-23T23:45:00+00:00,GATE-01,ZONE-AUD,8.5,0,0
2026-06-23T00:00:00+00:00,GATE-02,ZONE-EXPO,7.1,3,10
2026-06-23T00:15:00+00:00,GATE-02,ZONE-EXPO,30.4,0,0
2026-06-23T00:30:00+00:00,GATE-02,ZONE-EXPO,20.8,1,6
2026-06-23T00:45:00+00:00,GATE-02,ZONE-EXPO,59.3,7,3
2026-06-23T01:00:00+00:00,GATE-02,ZONE-EXPO,53.7,2,12
2026-06-23T01:15:00+00:00,GATE-02,ZONE-EXPO,68.6,6,1
2026-06-23T01:30:00+00:00,GATE-02,ZONE-EXPO,52.2,15,9
2026-06-23T01:45:00+00:00,GATE-02,ZONE-EXPO,75.4,10,12
2026-06-23T02:00:00+00:00,GATE-02,ZONE-EXPO,77.7,7,14
2026-06-23T02:15:00+00:00,GATE-02,ZONE-EXPO,101.6,22,8
2026-06-23T02:30:00+00:00,GATE-02,ZONE-EXPO,73.6,32,14
2026-06-23T02:45:00+00:00,GATE-02,ZONE-EXPO,77.0,19,3
2026-06-23T03:00:00+00:00,GATE-02,ZONE-EXPO,77.7,8,16
2026-06-23T03:15:00+00:00,GATE-02,ZONE-EXPO,97.7,24,26
2026-06-23T03:30:00+00:00,GATE-02,ZONE-EXPO,91.8,15,9
2026-06-23T03:45:00+00:00,GATE-02,ZONE-EXPO,112.3,29,20
2026-06-23T04:00:00+00:00,GATE-02,ZONE-EXPO,118.4,27,14
2026-06-23T04:15:00+00:00,GATE-02,ZONE-EXPO,131.6,20,15
2026-06-23T04:30:00+00:00,GATE-02,ZONE-EXPO,125.4,18,31
2026-06-23T04:45:00+00:00,GATE-02,ZONE-EXPO,143.3,16,17
2026-06-23T05:00:00+00:00,GATE-02,ZONE-EXPO,114.6,31,30
2026-06-23T05:15:00+00:00,GATE-02,ZONE-EXPO,176.7,28,31
2026-06-23T05:30:00+00:00,GATE-02,ZONE-EXPO,126.4,35,32
2026-06-23T05:45:00+00:00,GATE-02,ZONE-EXPO,150.8,23,39
2026-06-23T06:00:00+00:00,GATE-02,ZONE-EXPO,145.8,30,30
2026-06-23T06:15:00+00:00,GATE-02,ZONE-EXPO,132.7,27,24
2026-06-23T06:30:00+00:00,GATE-02,ZONE-EXPO,177.3,27,20
2026-06-23T06:45:00+00:00,GATE-02,ZONE-EXPO,154.2,33,24
2026-06-23T07:00:00+00:00,GATE-02,ZONE-EXPO,160.1,36,24
2026-06-23T07:15:00+00:00,GATE-02,ZONE-EXPO,162.4,46,32
2026-06-23T07:30:00+00:00,GATE-02,ZONE-EXPO,167.2,20,35
2026-06-23T07:45:00+00:00,GATE-02,ZONE-EXPO,174.6,42,27
2026-06-23T08:00:00+00:00,GATE-02,ZONE-EXPO,164.9,38,33
2026-06-23T08:15:00+00:00,GATE-02,ZONE-EXPO,182.8,43,36
2026-06-23T08:30:00+00:00,GATE-02,ZONE-EXPO,190.3,37,34
2026-06-23T08:45:00+00:00,GATE-02,ZONE-EXPO,170.0,37,37
2026-06-23T09:00:00+00:00,GATE-02,ZONE-EXPO,150.1,43,33
2026-06-23T09:15:00+00:00,GATE-02,ZONE-EXPO,195.8,47,34
2026-06-23T09:30:00+00:00,GATE-02,ZONE-EXPO,203.9,36,41
2026-06-23T09:45:00+00:00,GATE-02,ZONE-EXPO,169.4,48,36
2026-06-23T10:00:00+00:00,GATE-02,ZONE-EXPO,197.3,44,38
2026-06-23T10:15:00+00:00,GATE-02,ZONE-EXPO,175.0,32,35
2026-06-23T10:30:00+00:00,GATE-02,ZONE-EXPO,193.3,41,26
2026-06-23T10:45:00+00:00,GATE-02,ZONE-EXPO,188.9,33,37
2026-06-23T11:00:00+00:00,GATE-02,ZONE-EXPO,183.2,40,39
2026-06-23T11:15:00+00:00,GATE-02,ZONE-EXPO,184.1,28,38
2026-06-23T11:30:00+00:00,GATE-02,ZONE-EXPO,185.8,31,30
2026-06-23T11:45:00+00:00,GATE-02,ZONE-EXPO,179.1,33,37
2026-06-23T12:00:00+00:00,GATE-02,ZONE-EXPO,158.7,30,49
2026-06-23T12:15:00+00:00,GATE-02,ZONE-EXPO,137.3,32,33
2026-06-23T12:30:00+00:00,GATE-02,ZONE-EXPO,151.1,41,32
2026-06-23T12:45:00+00:00,GATE-02,ZONE-EXPO,161.6,36,19
2026-06-23T13:00:00+00:00,GATE-02,ZONE-EXPO,155.2,23,13
2026-06-23T13:15:00+00:00,GATE-02,ZONE-EXPO,166.2,31,32
2026-06-23T13:30:00+00:00,GATE-02,ZONE-EXPO,154.3,33,35
2026-06-23T13:45:00+00:00,GATE-02,ZONE-EXPO,157.5,33,16
2026-06-23T14:00:00+00:00,GATE-02,ZONE-EXPO,143.1,40,29
2026-06-23T14:15:00+00:00,GATE-02,ZONE-EXPO,149.2,37,20
2026-06-23T14:30:00+00:00,GATE-02,ZONE-EXPO,108.6,35,31
2026-06-23T14:45:00+00:00,GATE-02,ZONE-EXPO,143.8,29,17
2026-06-23T15:00:00+00:00,GATE-02,ZONE-EXPO,112.9,26,19
2026-06-23T15:15:00+00:00,GATE-02,ZONE-EXPO,114.1,23,16
2026-06-23T15:30:00+00:00,GATE-02,ZONE-EXPO,110.8,26,28
2026-06-23T15:45:00+00:00,GATE-02,ZONE-EXPO,134.6,17,12
2026-06-23T16:00:00+00:00,GATE-02,ZONE-EXPO,99.6,33,24
2026-06-23T16:15:00+00:00,GATE-02,ZONE-EXPO,108.0,17,10
2026-06-23T16:30:00+00:00,GATE-02,ZONE-EXPO,107.1,18,21
2026-06-23T16:45:00+00:00,GATE-02,ZONE-EXPO,112.2,21,13
2026-06-23T17:00:00+00:00,GATE-02,ZONE-EXPO,91.3,20,17
2026-06-23T17:15:00+00:00,GATE-02,ZONE-EXPO,91.0,12,12
2026-06-23T17:30:00+00:00,GATE-02,ZONE-EXPO,87.4,0,16
2026-06-23T17:45:00+00:00,GATE-02,ZONE-EXPO,95.3,11,9
2026-06-23T18:00:00+00:00,GATE-02,ZONE-EXPO,67.1,9,11
2026-06-23T18:15:00+00:00,GATE-02,ZONE-EXPO,61.5,7,8
2026-06-23T18:30:00+00:00,GATE-02,ZONE-EXPO,75.4,10,9
2026-06-23T18:45:00+00:00,GATE-02,ZONE-EXPO,41.9,13,7
2026-06-23T19:00:00+00:00,GATE-02,ZONE-EXPO,54.4,10,11
2026-06-23T19:15:00+00:00,GATE-02,ZONE-EXPO,59.6,10,5
2026-06-23T19:30:00+00:00,GATE-02,ZONE-EXPO,59.6,6,14
2026-06-23T19:45:00+00:00,GATE-02,ZONE-EXPO,31.1,0,0
2026-06-23T20:00:00+00:00,GATE-02,ZONE-EXPO,53.5,0,0
2026-06-23T20:15:00+00:00,GATE-02,ZONE-EXPO,31.8,0,0
2026-06-23T20:30:00+00:00,GATE-02,ZONE-EXPO,9.4,0,0
2026-06-23T20:45:00+00:00,GATE-02,ZONE-EXPO,12.1,0,0
2026-06-23T21:00:00+00:00,GATE-02,ZONE-EXPO,19.3,2,0
2026-06-23T21:15:00+00:00,GATE-02,ZONE-EXPO,33.8,0,4
2026-06-23T21:30:00+00:00,GATE-02,ZONE-EXPO,10.1,0,2
2026-06-23T21:45:00+00:00,GATE-02,ZONE-EXPO,9.5,0,0
2026-06-23T22:00:00+00:00,GATE-02,ZONE-EXPO,26.5,3,1
2026-06-23T22:15:00+00:00,GATE-02,ZONE-EXPO,2.6,6,0
2026-06-23T22:30:00+00:00,GATE-02,ZONE-EXPO,43.1,1,0
2026-06-23T22:45:00+00:00,GATE-02,ZONE-EXPO,28.7,0,6
2026-06-23T23:00:00+00:00,GATE-02,ZONE-EXPO,33.6,0,2
2026-06-23T23:15:00+00:00,GATE-02,ZONE-EXPO,46.7,0,0
2026-06-23T23:30:00+00:00,GATE-02,ZONE-EXPO,13.3,5,2
2026-06-23T23:45:00+00:00,GATE-02,ZONE-EXPO,29.6,7,5
2026-06-23T00:00:00+00:00,GATE-03,ZONE-STARTUP,33.8,0,0
2026-06-23T00:15:00+00:00,GATE-03,ZONE-STARTUP,31.9,3,13
2026-06-23T00:30:00+00:00,GATE-03,ZONE-STARTUP,48.8,7,0
2026-06-23T00:45:00+00:00,GATE-03,ZONE-STARTUP,35.0,8,11
2026-06-23T01:00:00+00:00,GATE-03,ZONE-STARTUP,51.2,2,0
2026-06-23T01:15:00+00:00,GATE-03,ZONE-STARTUP,92.8,6,0
2026-06-23T01:30:00+00:00,GATE-03,ZONE-STARTUP,70.6,10,1
2026-06-23T01:45:00+00:00,GATE-03,ZONE-STARTUP,74.2,16,0
2026-06-23T02:00:00+00:00,GATE-03,ZONE-STARTUP,68.3,12,18
2026-06-23T02:15:00+00:00,GATE-03,ZONE-STARTUP,85.0,12,17
2026-06-23T02:30:00+00:00,GATE-03,ZONE-STARTUP,71.2,16,4
2026-06-23T02:45:00+00:00,GATE-03,ZONE-STARTUP,104.8,9,11
2026-06-23T03:00:00+00:00,GATE-03,ZONE-STARTUP,90.2,24,16
2026-06-23T03:15:00+00:00,GATE-03,ZONE-STARTUP,116.4,17,19
2026-06-23T03:30:00+00:00,GATE-03,ZONE-STARTUP,101.7,29,16
2026-06-23T03:45:00+00:00,GATE-03,ZONE-STARTUP,97.8,16,14
2026-06-23T04:00:00+00:00,GATE-03,ZONE-STARTUP,108.5,28,27
2026-06-23T04:15:00+00:00,GATE-03,ZONE-STARTUP,152.1,14,22
2026-06-23T04:30:00+00:00,GATE-03,ZONE-STARTUP,100.6,29,29
2026-06-23T04:45:00+00:00,GATE-03,ZONE-STARTUP,139.8,20,17
2026-06-23T05:00:00+00:00,GATE-03,ZONE-STARTUP,140.9,33,30
2026-06-23T05:15:00+00:00,GATE-03,ZONE-STARTUP,107.3,30,21
2026-06-23T05:30:00+00:00,GATE-03,ZONE-STARTUP,134.7,40,26
2026-06-23T05:45:00+00:00,GATE-03,ZONE-STARTUP,163.1,28,31
2026-06-23T06:00:00+00:00,GATE-03,ZONE-STARTUP,168.2,37,35
2026-06-23T06:15:00+00:00,GATE-03,ZONE-STARTUP,151.4,16,27
2026-06-23T06:30:00+00:00,GATE-03,ZONE-STARTUP,165.2,40,29
2026-06-23T06:45:00+00:00,GATE-03,ZONE-STARTUP,174.9,33,31
2026-06-23T07:00:00+00:00,GATE-03,ZONE-STARTUP,165.7,34,30
2026-06-23T07:15:00+00:00,GATE-03,ZONE-STARTUP,190.1,37,32
2026-06-23T07:30:00+00:00,GATE-03,ZONE-STARTUP,162.2,34,28
2026-06-23T07:45:00+00:00,GATE-03,ZONE-STARTUP,160.4,37,29
2026-06-23T08:00:00+00:00,GATE-03,ZONE-STARTUP,178.6,31,38
2026-06-23T08:15:00+00:00,GATE-03,ZONE-STARTUP,165.1,38,29
2026-06-23T08:30:00+00:00,GATE-03,ZONE-STARTUP,154.8,40,38
2026-06-23T08:45:00+00:00,GATE-03,ZONE-STARTUP,161.0,50,21
2026-06-23T09:00:00+00:00,GATE-03,ZONE-STARTUP,185.9,35,34
2026-06-23T09:15:00+00:00,GATE-03,ZONE-STARTUP,194.9,43,30
2026-06-23T09:30:00+00:00,GATE-03,ZONE-STARTUP,176.3,39,36
2026-06-23T09:45:00+00:00,GATE-03,ZONE-STARTUP,169.5,39,39
2026-06-23T10:00:00+00:00,GATE-03,ZONE-STARTUP,179.9,43,33
2026-06-23T10:15:00+00:00,GATE-03,ZONE-STARTUP,175.3,53,39
2026-06-23T10:30:00+00:00,GATE-03,ZONE-STARTUP,192.2,44,22
2026-06-23T10:45:00+00:00,GATE-03,ZONE-STARTUP,167.1,39,25
2026-06-23T11:00:00+00:00,GATE-03,ZONE-STARTUP,185.0,33,34
2026-06-23T11:15:00+00:00,GATE-03,ZONE-STARTUP,201.7,48,32
2026-06-23T11:30:00+00:00,GATE-03,ZONE-STARTUP,168.0,33,35
2026-06-23T11:45:00+00:00,GATE-03,ZONE-STARTUP,160.6,38,30
2026-06-23T12:00:00+00:00,GATE-03,ZONE-STARTUP,181.6,36,30
2026-06-23T12:15:00+00:00,GATE-03,ZONE-STARTUP,184.8,34,36
2026-06-23T12:30:00+00:00,GATE-03,ZONE-STARTUP,159.5,43,33
2026-06-23T12:45:00+00:00,GATE-03,ZONE-STARTUP,183.6,31,41
2026-06-23T13:00:00+00:00,GATE-03,ZONE-STARTUP,199.3,31,34
2026-06-23T13:15:00+00:00,GATE-03,ZONE-STARTUP,174.4,42,39
2026-06-23T13:30:00+00:00,GATE-03,ZONE-STARTUP,139.4,30,32
2026-06-23T13:45:00+00:00,GATE-03,ZONE-STARTUP,146.7,37,30
2026-06-23T14:00:00+00:00,GATE-03,ZONE-STARTUP,150.5,39,24
2026-06-23T14:15:00+00:00,GATE-03,ZONE-STARTUP,111.7,19,22
2026-06-23T14:30:00+00:00,GATE-03,ZONE-STARTUP,103.4,28,38
2026-06-23T14:45:00+00:00,GATE-03,ZONE-STARTUP,178.2,35,19
2026-06-23T15:00:00+00:00,GATE-03,ZONE-STARTUP,134.3,35,26
2026-06-23T15:15:00+00:00,GATE-03,ZONE-STARTUP,120.3,33,21
2026-06-23T15:30:00+00:00,GATE-03,ZONE-STARTUP,112.3,15,26
2026-06-23T15:45:00+00:00,GATE-03,ZONE-STARTUP,129.2,27,23
2026-06-23T16:00:00+00:00,GATE-03,ZONE-STARTUP,102.5,32,30
2026-06-23T16:15:00+00:00,GATE-03,ZONE-STARTUP,141.7,13,16
2026-06-23T16:30:00+00:00,GATE-03,ZONE-STARTUP,99.8,24,19
2026-06-23T16:45:00+00:00,GATE-03,ZONE-STARTUP,115.9,23,12
2026-06-23T17:00:00+00:00,GATE-03,ZONE-STARTUP,94.6,12,16
2026-06-23T17:15:00+00:00,GATE-03,ZONE-STARTUP,91.8,16,5
2026-06-23T17:30:00+00:00,GATE-03,ZONE-STARTUP,75.9,14,18
2026-06-23T17:45:00+00:00,GATE-03,ZONE-STARTUP,88.7,7,10
2026-06-23T18:00:00+00:00,GATE-03,ZONE-STARTUP,64.2,13,9
2026-06-23T18:15:00+00:00,GATE-03,ZONE-STARTUP,68.0,9,0
2026-06-23T18:30:00+00:00,GATE-03,ZONE-STARTUP,43.3,10,15
2026-06-23T18:45:00+00:00,GATE-03,ZONE-STARTUP,66.2,0,14
2026-06-23T19:00:00+00:00,GATE-03,ZONE-STARTUP,66.1,13,8
2026-06-23T19:15:00+00:00,GATE-03,ZONE-STARTUP,24.1,2,13
2026-06-23T19:30:00+00:00,GATE-03,ZONE-STARTUP,74.9,0,0
2026-06-23T19:45:00+00:00,GATE-03,ZONE-STARTUP,31.9,6,0
2026-06-23T20:00:00+00:00,GATE-03,ZONE-STARTUP,39.4,0,10
2026-06-23T20:15:00+00:00,GATE-03,ZONE-STARTUP,38.1,8,5
2026-06-23T20:30:00+00:00,GATE-03,ZONE-STARTUP,8.0,0,0
2026-06-23T20:45:00+00:00,GATE-03,ZONE-STARTUP,27.8,6,3
2026-06-23T21:00:00+00:00,GATE-03,ZONE-STARTUP,45.1,0,3
2026-06-23T21:15:00+00:00,GATE-03,ZONE-STARTUP,26.0,4,11
2026-06-23T21:30:00+00:00,GATE-03,ZONE-STARTUP,17.4,7,10
2026-06-23T21:45:00+00:00,GATE-03,ZONE-STARTUP,25.5,5,6
2026-06-23T22:00:00+00:00,GATE-03,ZONE-STARTUP,28.8,3,2
2026-06-23T22:15:00+00:00,GATE-03,ZONE-STARTUP,25.6,0,1
2026-06-23T22:30:00+00:00,GATE-03,ZONE-STARTUP,45.0,13,0
2026-06-23T22:45:00+00:00,GATE-03,ZONE-STARTUP,16.6,0,3
2026-06-23T23:00:00+00:00,GATE-03,ZONE-STARTUP,8.9,6,3
2026-06-23T23:15:00+00:00,GATE-03,ZONE-STARTUP,3.1,0,0
2026-06-23T23:30:00+00:00,GATE-03,ZONE-STARTUP,31.3,0,0
2026-06-23T23:45:00+00:00,GATE-03,ZONE-STARTUP,19.6,7,7
2026-06-23T00:00:00+00:00,GATE-04,ZONE-LAB,7.6,0,3
2026-06-23T00:15:00+00:00,GATE-04,ZONE-LAB,35.8,0,0
2026-06-23T00:30:00+00:00,GATE-04,ZONE-LAB,39.7,4,7
2026-06-23T00:45:00+00:00,GATE-04,ZONE-LAB,35.8,0,1
2026-06-23T01:00:00+00:00,GATE-04,ZONE-LAB,38.8,7,4
2026-06-23T01:15:00+00:00,GATE-04,ZONE-LAB,72.0,18,8
2026-06-23T01:30:00+00:00,GATE-04,ZONE-LAB,55.6,17,11
2026-06-23T01:45:00+00:00,GATE-04,ZONE-LAB,37.1,10,0
2026-06-23T02:00:00+00:00,GATE-04,ZONE-LAB,89.5,17,5
2026-06-23T02:15:00+00:00,GATE-04,ZONE-LAB,64.5,2,20
2026-06-23T02:30:00+00:00,GATE-04,ZONE-LAB,75.0,19,21
2026-06-23T02:45:00+00:00,GATE-04,ZONE-LAB,80.2,11,17
2026-06-23T03:00:00+00:00,GATE-04,ZONE-LAB,100.2,26,22
2026-06-23T03:15:00+00:00,GATE-04,ZONE-LAB,112.0,9,14
2026-06-23T03:30:00+00:00,GATE-04,ZONE-LAB,110.0,18,22
2026-06-23T03:45:00+00:00,GATE-04,ZONE-LAB,101.8,19,15
2026-06-23T04:00:00+00:00,GATE-04,ZONE-LAB,114.6,18,32
2026-06-23T04:15:00+00:00,GATE-04,ZONE-LAB,138.0,19,21
2026-06-23T04:30:00+00:00,GATE-04,ZONE-LAB,142.2,32,27
2026-06-23T04:45:00+00:00,GATE-04,ZONE-LAB,127.1,31,26
2026-06-23T05:00:00+00:00,GATE-04,ZONE-LAB,141.2,28,17
2026-06-23T05:15:00+00:00,GATE-04,ZONE-LAB,127.8,26,27
2026-06-23T05:30:00+00:00,GATE-04,ZONE-LAB,147.9,32,31
2026-06-23T05:45:00+00:00,GATE-04,ZONE-LAB,148.0,20,13
2026-06-23T06:00:00+00:00,GATE-04,ZONE-LAB,134.4,29,15
2026-06-23T06:15:00+00:00,GATE-04,ZONE-LAB,152.1,24,23
2026-06-23T06:30:00+00:00,GATE-04,ZONE-LAB,139.2,33,33
2026-06-23T06:45:00+00:00,GATE-04,ZONE-LAB,171.3,36,28
2026-06-23T07:00:00+00:00,GATE-04,ZONE-LAB,161.0,27,24
2026-06-23T07:15:00+00:00,GATE-04,ZONE-LAB,146.9,43,29
2026-06-23T07:30:00+00:00,GATE-04,ZONE-LAB,177.4,40,26
2026-06-23T07:45:00+00:00,GATE-04,ZONE-LAB,185.7,36,31
2026-06-23T08:00:00+00:00,GATE-04,ZONE-LAB,165.4,31,35
2026-06-23T08:15:00+00:00,GATE-04,ZONE-LAB,188.7,29,30
2026-06-23T08:30:00+00:00,GATE-04,ZONE-LAB,193.5,47,29
2026-06-23T08:45:00+00:00,GATE-04,ZONE-LAB,163.5,31,33
2026-06-23T09:00:00+00:00,GATE-04,ZONE-LAB,187.2,39,35
2026-06-23T09:15:00+00:00,GATE-04,ZONE-LAB,168.2,27,47
2026-06-23T09:30:00+00:00,GATE-04,ZONE-LAB,175.4,33,36
2026-06-23T09:45:00+00:00,GATE-04,ZONE-LAB,193.2,42,30
2026-06-23T10:00:00+00:00,GATE-04,ZONE-LAB,168.8,37,40
2026-06-23T10:15:00+00:00,GATE-04,ZONE-LAB,185.3,46,35
2026-06-23T10:30:00+00:00,GATE-04,ZONE-LAB,151.7,38,35
2026-06-23T10:45:00+00:00,GATE-04,ZONE-LAB,176.9,35,41
2026-06-23T11:00:00+00:00,GATE-04,ZONE-LAB,187.5,35,36
2026-06-23T11:15:00+00:00,GATE-04,ZONE-LAB,174.0,47,34
2026-06-23T11:30:00+00:00,GATE-04,ZONE-LAB,138.1,27,34
2026-06-23T11:45:00+00:00,GATE-04,ZONE-LAB,173.9,37,35
2026-06-23T12:00:00+00:00,GATE-04,ZONE-LAB,185.7,43,32
2026-06-23T12:15:00+00:00,GATE-04,ZONE-LAB,173.0,32,27
2026-06-23T12:30:00+00:00,GATE-04,ZONE-LAB,176.8,38,21
2026-06-23T12:45:00+00:00,GATE-04,ZONE-LAB,177.2,37,32
2026-06-23T13:00:00+00:00,GATE-04,ZONE-LAB,176.1,38,20
